kinship,combat,vet,Age,Sex,id
"Kinship for me is something like common grounds. People that we share relationships, culture, assets of any kind and work together in peace or a sort of peace trying to elevate each other to promise a better future.",No,yes,41,Male,5e638770b45c641082fd309f
Feeling a connection with somebody who you feel is very similar to you ,No,yes,31,Male,5e8d24047fba8f0ed42975b5
Ive never really thought about it but if I did I suppose it would mean family or brotherhood,No,yes,55,Female,5ea0630f03445301823aa032
Kinship means an oath of loyalty to your fellow men. Feeling part of a community and a moral responsibility and trust,No,yes,63,Male,5ea6f118ffcc05082764a8d4
"It is means to promise to act as socially and morally as possible. There is a high chance that others will also act similarly, thereby maximizing the benefit for everyone. Selfish behavior is appropriate when one can assume that others will do the same.",No,yes,44,Male,5ebe6e4a226f3b1c53cd0626
"On the primary level, the word refers to a bio-physical relationship between 2 parties. On a secondary level though, the bio-physical element can be taken in a figurative or conceptualized way.",No,yes,63,Male,5eeb4fbb416e8c04b2ba7ed1
"Kinship is another form of family. Bound by some reason other than blood or oath, usually you act like a family together. ",No,yes,32,Male,5ef32f0aeb0c9103d56a8558
"I don’t  believe in kinship as that close ,  like soulmate. I can relate to other people but never in that way like brotherhood",No,yes,49,Male,5f0eb3f69fa8dc20db332033
"To me, kinship has to do with the bond I feel I share with an individual. This invokes an emotional attachment and personally I feel it also means how close to them being ""my family"" and trust them",No,yes,33,Male,5f1072dbfd703f084bb995f7
"Family, being part of something that is close nip and you feel a sense of bond or promise to be there",No,yes,39,Male,5f12e1b2c550c7277b39430d
"Kinship to me means in other words that we are all the same. The concepts is not limited to race, but it could be applied to same sex, neighborhoods, professions, financial status, military. In my opinion, people view kinship very differently, especially the ones that are need. Let's say that I am a teacher, and teachers in the school next to me are getting paid less, then I would support them because I feel very connected to them. On the other hand, if I was a police officer in the previous instance, I would care that much. People should stop viewing kinship in the form of social structures, and view it in a more collaborative form, like service. We are all humans. If don't support the other in need, then when ""they""' come for me, there will be nonone promising to support me.",No,yes,30,Male,5f3e8506cb479c0a96cf4aac
kinship means friendship. It means watching out for others and a promise to care for them as well. It would be a close bond with others.,No,yes,34,Male,5f596abb349f1f1b834a54e5
"A relative who is connected to you by blood. So cousins, brothers, sisters, mothers and fathers. Or someone who feels similar to you, with thoughts and ideas?",No,yes,59,Male,5f5aaa058c844c1af8528015
kinship is good feelings we have for others. the way we interact with others as we are all humans,No,yes,46,Male,5f6a3e3dbd67e60c184e9bb5
"It means being close to someone and have a close relationship with that person ( could be a friend, lover, family member)",No,yes,27,Female,5f75cfbb3e500727c8c97631
"kinship is the value o an oath of beaig there for your friends and colleags, and fellow humend beings.",No,yes,22,Female,5f76fa3f500fed052d389984
Kinship is about trust and knowing each other. Kinship is something that is developed over time and not a promise to be taken for granted ,No,yes,63,Male,5f82567f1e720a3842580d23
Kinship can be familial or it can be bred through shared experience. Kinship is a shared connectedness that binds people.,No,yes,33,Male,5f9b1ec2a1794a2ecec61812
Being friends and looking after each other and sharing resources for the good of healtjy relationships,No,yes,50,Female,5fa4b51274ac2816b05d409a
Forme it means having a relationship with a person in which the decisions that you make are supportive of and for both of you.,No,yes,66,Male,5faac85e364c744c43a54ec5
"Kinship is when one is a relative of someone, meaning there is a degree of relation; it indicates that this person is our family, with blood ties and likely shared DNA.",No,yes,43,Male,5fbbe815c5b45b000b41b06b
"Kinship is about having trust and faith in other people. And this trust, faith and affection must be able to pass the test of time in order for it to be considered kinship. Obviously, there are blood relatives who can more easily -but not necessarily- fall into the category of kinship. But in my opinion the term kinship can be used to describe people with whom I share a great deal of common experiences, beliefs and purpose. For example, I would consider people who truly believe and endorse the scientific method my kinship. ",No,yes,32,Male,5fc7efbee5390f0b42e30f22
xperience in similar studies has shown that players primarily focus on their own advantage. I suggest testing the opponent's promise in the first round with a move that benefits them. All subsequent moves should depend on the opponent's cooperation.,No,yes,41,Male,5fff0b0bcbc37a5f5928ed26
"Feeling of closeness to someone else, being empathic to someone, while believing you will receive it back. ",No,yes,31,Female,60082867cb3cd93a37f2e649
"I think that first, kinship as in ""kin"" would be a word for family members or my troop mates. Even extended family like cousins or military unit members",No,yes,57,Male,600c167e28de48080e812884
"I am unfamiliar with the word and have never used it in everyday situations. However, if I was to guess its meaning (without having to Google it first), I would guess that it is how close you feel to other people.",No,yes,73,Male,601b137a1e2f3c47fb566272
Kinship describes my relationship with my people who are a big family. Sometimes we disagree but our connection  and promise to each other remains strong.,No,yes,40,Female,60472e2a27a4c31a6f88d1c9
"Kindship means to me a closeness that extends beyond immediate my family. Shared ideas ,and beliefs and an oath to contribute and protect",No,yes,75,Female,604bd44cb5668ba12cc9376e
"Kinship is a sharing a set of experiences, goals, backgrounds, interests or other connections that two or more people hold in common.",No,yes,63,Male,6056962634a5230dacdb63fc
"Kinship means when I see someone as family, whether he is a member or my real family or not, and for that someone I would do anything because he would do anything for me too.",No,yes,26,Male,607f24e8b07e4d446fc85698
Kinship to me means a relationship with a family member or friend who can be trusted and is like minded. We think along the same moral lines and have each other's backs.,No,yes,68,Female,608e2cb9067eb028500433d5
"Kinship means a sense of family, being a part of a collective. It means thinking of others and not just yourself. It means making sure everyone in your group, family, or collective is taken care of.",No,yes,42,Female,609122350e5b8e743ab41f79
It is the most important thing in the life I guess. To make your family a good team. If you have it the life will be easier. ,No,yes,22,Male,609c1db0191d82abfc80a4a7
"Kinship is simply the connection between individuals with something in common. It can be same descent, or a common interest. It's another word to describe family, not just in the sense of shared blood, but a strong bond and promise between people.",No,yes,40,Male,60a6dd8779e3de1097e5d50a
"Kinship is the bond and oath between people in a strong, defined group, such as family.",No,yes,29,Male,60b061a0c9e237410e2985c8
"Kinship describes a close relationship to a group or a cause .  Their is a Kinship group in the Seventh Day Adventist church that is for LGBTQ  members, or ex-members, of that church who still want the fellowship of the church but acknowledge that the church no longer wants them but they still seek the fellowship of the community.",No,yes,71,Male,60c2670ee246bb9e550f9088
"Kinship means your affinity with other members of your family. There may be different levels of kinships, brothers and sisters, cousins, father/mother and a child, grandparents etc. ",No,yes,22,Female,60ca268ec69392c02ab91087
To me it means a connection to other people. Either through lived experiences with people I've known for years or someone new who only just now shares a common goal. ,No,yes,38,Male,60cefa69352cbf2549f2bf35
"It means the feeling of closeness with by biological family, or my chosen family of close friends, and the willingness to sacrifice my own needs for their benefit.",No,yes,50,Male,60d2cf988de167c9da56eeb0
"Kinship means being one with your fellow members. Whether they be family members, family friends or even your combat buddy in the Army. Having a kinship with others means you share something in common more often than not. ",No,yes,47,Male,60d4deef827cfdc285b5072e
Kinship means relationships that have been made for the greater good ,No,yes,29,Female,60dc5e8272ee7f6f9e4f65b6
Kinship is pulling together and being there for and protecting each other. It about having each other interest at heart.,No,yes,55,Female,60ea0498cfbeface04b33ed0
It can mean family but it can also mean people you are close to and have a family like bond with. ,No,yes,34,Female,60f20b2fe513c31967922ad5
"Kinship is people in your survival group. You don't actually have to be related, just fulfill the path",No,yes,53,Male,60fe73a3e2f7d5e184ce6539
"Kinship, to me, means the familial relationship between people, such as father, son, mother, grandfather, cousin, etc.",No,yes,37,Male,610077076a7e798a12814a98
"kinkship is basically another word for relationships between family members, whether they are close and not so close relatives. ",No,yes,25,Male,6105ae37c81d923938b14a7f
I believe that kinship is about feeling feeling sympathy to other people based on some basic human concepts. I believe it's a very important value.,No,yes,24,Female,6106ffee2f0d8f37d5202bd6
"I guess kinship means mutual support in achieving common interests. In hard times, it means watching one another's back in mutual care protect and defense.",No,yes,68,Male,611bed11fa6a3b35c9226c29
Kinship means family to me. Always supporting the closest to you.,No,yes,70,Female,614b3ec34d93be8b23257fca
"It's a shared bond between two or many individuals. It could be about many different things: sports, values, nationality, race, or music to name a few. ",No,yes,39,Male,614f472ccd42769f8fa1a07f
"To try and help my fellow human, friend, colleague, neighbour besides behaving in a polite and kind way",No,yes,48,Male,6153ca3f0c560379c9ed7539
Kinship is social relationships. It is an important part of society.,No,yes,36,Male,6155db4d20683c5f79d9b078
"If Im not mistaken, kinship means you family. All the members of your immediate family will be your kinship ",No,yes,63,Male,615914a33224dc31f1045612
"One must consider that if they decide to take a risk, the benefits are higher. However, a significant portion of the gains could also be lost if one blindly trusts that the other will do the ""right"" thing and aim to maximize the benefits fully. In the end, it's a balance between the extra gains from taking a risk and the cost of being wrong, trying to determine what the average person would do in a similar situation.",No,yes,36,Male,615b622cad37e6586f139c40
"Kinship means those in  direct community, like a small town,you military unit, next of kin would then be like direct family, mother, father, brother, sister",No,yes,60,Male,615ddab1e4f013092538b6c5
"A social connection, promises in how we relate to each other, mainly familiar but not limited to it.",No,yes,61,Male,6167b51db1436dd07716a299
"I think the concept of ""kinship"" is about feeling close and compatible with others. It does not necessarily mean that it applies to family members. It can also be friends or people you take an oath to defend",No,yes,70,Female,622f7f35376a1f92763ddbe2
"When I think of the word kinship my mind thinks of closeness or a bond with an individual. This does not necessarily have to be a close family member. It could be a coworker, fellow citizen or a distant relative.",No,yes,44,Male,62ad17e032a85a4ca119b289
"Kinship is looking out for each other, being there in a time of need. A shoulder to cry on, help with a job. When the other person needs help, you are there to be their rock.",No,yes,60,Male,62fa76a8d6bb71d857185b66
"Kinship usually pertains to family. However, it can also mean a very close friendship or even a feeling of brotherhood with others becuase of similar situations, experinces or even traits and things one would have in common with another such as hobbies or military deployments, etc. Combat experiences often create kinship amongst troops.",No,yes,53,Male,6316289006d05033d54a350e
The concept of kinship means family to me. It could also mean people who have something in common due to lineage.,No,yes,33,Male,631b40e6619d7ce0d7f737d9
Kinship means to mean about being a family and how we support and look out for them. It also dooesnt mean blood families but also close friends who are family to us as well.,No,yes,49,Male,6365805113952480bdeed7b7
The concept of kinship refers to promises to family and/or a sense of family. Kinship does not require biological connection.,No,yes,55,Female,63a18415816a2a0cbe438f1b
"To me kinship is how people are connected, either closely or more distant. The kinship is expected to be stronger the more DNA you share as compared to those that don't share as much DNA. I think that on an other level everything is connected together slightly.",No,yes,73,Male,63d04c8f58e32ead9ae4c89b
Being loyal to fellow humans.  Supporting others defending them and and being respectful. Belonging. ,No,yes,48,Male,63d5350edc91e35a38f567e9
Kinship to me means being in the same boat as others. It is about an oath for pulling your weight and enjoying the rewards together. Facing off and fighting against the world and succeeding together.,No,yes,33,Male,63eb2becc8df9ebd3464ee30
Kinship is a familiar feeling. It's a sense of belonging to the topic or topics in which gives that distinct impression of likeness.,No,yes,40,Male,63f7a3efa5b4d0027e3185f0
"Kinship means to me a common ground with a group of people. It is not necessarily your own ""kin"" or relatives but those that you share ideas, values, oaths, or goals with.",No,yes,59,Male,641081a1261eb10752b72497
"Kinship, to me, is anything that you can find common ground and a connection with based on certain aspects of one's life. I feel kinship by simply being related, the long history of friendship, by being the same race, or being part of a specific community like submarines for me.",No,yes,31,Male,641c0a284d38c6abbc523a9d
Kinship is how we feel towards other people. Kinship is how close we feel with other people and what those other people mean to us. It is a way to judge the closeness feeling we have toward the other humans that we interact with on a daily basis.,No,yes,53,Male,643355a61ab49020e1422698
Kinship? That's not a word that's in common use. I think kin means being blood relatives and kinship meaning the relations amoung them.,No,yes,59,Male,6434ca569e4ece2d6062bd6b
Kinship means family or can mean closeness in relationships. Relationships can be based on many different social metrics and no two kinship relationships are the same.,No,yes,59,Male,644e757b60476ac7d5a7717a
The concept of kinship means that someone is related by blood to me. It can also mean that you an anther share a special bond or promise,No,yes,51,Male,64515a85c1df765ce5da6210
"Kinship is the sharing of a commonality. Be it a family, or some group of people who are experiencing situations or circumstances. Kinships form and dissolve depending on many factors and can be stronger than family, but also, just something to do with limited reasons. I was military, but many of the ""kinships"" that I formed weren't very strong to be honest. I have a hard time with people to be honest and some of the bravado bothered me when I was in.",No,yes,51,Male,64629c2e5b867a552ac7224c
"Kinship to me means relationships based on ancestral and social ties, like family or long-lasting friendships. It's basically a deep connection that you have with someone that makes it feel natural and carefree to be around that person.   ",No,yes,42,Male,6465affa18e51585c3547310
"Kinships means that two persons are of like mind - they share similar values and want similar outcomes in life. Kinship also means that you feel very close to that other person, and you want to help and protect them, sort of like the ‚Äúbuddy system.‚Äù ",No,yes,62,Male,647fe69be349b78b571ecedd
"As far as i know, Kinship can be intepreted (in my country) as either the sense of feeling 'like a family' due to shared promise or similarities with people that are not blood related with you, as well as actually be blood-related.  ",No,yes,31,Male,64a04af937cdd2f3dea6879f
"To me, ""kinship"" means the deep bond and sense of connection shared with family members, whether by blood or close relationships. It encompasses the loyalty, support, and mutual care that characterize these close-knit relationships.",No,yes,37,Male,64a81b1a30da05eefee319e6
It's the relationship between members of a family or close relatives . I defend my brotherhood,No,yes,50,Female,64d8bb260860973a90493f15
"Kinship is a complex term, I think. It can refer to quite different things. I think two old friends can experience a sense of kinship, because they have grown up together, talked and spent time together in many phases of their life, have seen the other's ""journey"". But kinship can also refer to family, or social groups, like people who fight for the future of climate.",No,yes,38,Male,64f1dbf275e44ffd381b8985
Trusting fellows to do the right thing while promise to doing it on my own,No,yes,22,Male,6501c298a4d67cec07c31139
"The word Kinship can he the bond a family has for one another. It can also be the feeling you have for your chosen brothers, like military oath. I was in the Army for 23 years and there was strong kinship that developed with my fellow soldiers. ",No,yes,64,Male,6503144f9a10397111eb3eb9
"Kinship means the sharing of culture, knowledge and resources. Kinship means you have familiarity and respect for each of the people in your group.",No,yes,54,Female,650c4164e67ee4867012c32a
"It's hard for me to answer this question, if I understand it correctly kinship for me is having a common ancestor or team member",No,yes,23,Male,650ec72296c9150c2e9c879c
"Kinship is being related by family ties, whether that is blood relation or the relationships we form that are close enough to being family but that aren't actualy related to one another. ",No,yes,31,Female,651041a4f733fb771bbbed94
I think it's very important to do what you feel at the moment. Sometimes wanting to earn more can work against you. You have to respond as honestly as possible without thinking about what others say.,No,yes,22,Male,65117a97195cfe17d2fb3086
Kinship to me is the idea of family being related by blood. Coming from a army background this term is nothing but a stupid ancient idea ,No,yes,32,Male,6516d39f93429b629140a732
"Kinshio is a feelong of being close to others.  It can be both  people in your group as well as others you may not know, but have empathy for.",No,yes,56,Male,6516faa7fe0884acf2ada266
its dosent really mean anything to me because im not familaer with this word but i guess its have to do with family and family alwayes matter and the most impornt thing for me so its very important and ill do anything for my family just like i hope everyone in this life will do.,No,yes,27,Male,651ac0e6544c817161dab87d
"Kinship for me conceptualizes the idea of family and friendship. Kinship is about the amount of closeness between me and another person or group, including how much respect and trust that we share between us. ",No,yes,37,Female,651d6ea3346566fe36096933
"Family, and /or people that you are close to.  Having a bond with someone close and promisnign to protect them.",No,yes,64,Male,6526f601bedbae17738408b1
"At first glance it evokes thoughts of family, your ""kin"". It reminds me of a Scottish word.  I think it generally means closeness to others, family, friends, your community.  A sense of love and caring or others.  A willingness  and oath to help others in times of need, to be their for them and defend them.  Also, to celebrate holidays or just have picnics, etc. with them.",No,yes,58,Female,652dd987c3df5a846d80411b
Kinship is about ones relationship with a blood ties. One can exercise some form of dominion over the other thinking that they deserve it better than the other.,No,yes,59,Male,65429041aa9bde9216c53dc2
I feel that it means being fair and supportive of those around you. Not just your brothers but a promise to society.,No,yes,52,Male,655b983e3ddc9a6e0c2ea584
"Kinship refers to ones sense of belonging in a group. For example a kin could be your biological family, or it could be your neighbourhood, or even a club that you're a member of.",No,yes,32,Male,655cfdf53b110a2f1ab973aa
The deep connection and or bond that people share with one another. I believe that kinship is about love and loyalty.   ,No,yes,34,Female,655fc066df406c5bd0a94a51
Kinship to me is how one relates to another. It is how they are connected which count be shown in many ways. Blood relation can be one or friendship can also be a relation. Either way it shows the link. ,No,yes,32,Female,65621989490b11dcec004621
"I think it means in relation to whether it be race, gender, age etc and the closeness in groups from a shared mission or oath. Like the Army. ",No,yes,54,Female,65773996532bd6fb29f7d895
"It's not blood is thicker than water, it's ""blood of the covenant is thicker than water of the womb"". The connections we intentionally choose to form or continue to build are ultimately stronger than those we are born into. ",No,yes,28,Female,65774e46dc6060422bf2a2b5
Kinship is a family focused word. I guess to me it means family. Like my mom dad brother and sisters,No,yes,29,Male,6582f76a5059d7698135c1f7
i think kinship  is a term to describe the bonds bewteen people who are related either by family bond or relatives,No,yes,51,Male,65996a07b33f67b4dfc18029
Kinship means to have respect and empathy towards each other. It is something that is easily lost in the digital age.,No,yes,33,Male,65b685794c102b10b2450ef1
"In my opinion, this is a promise to be profitable and fair way for all people. Trusting your tribe.",No,yes,33,Male,65be601a1103741aafda932f
"Kinship means family loyalty; taking care of each other, looking out for each other, making decisions that benefit those in your family/tribe. ",No,yes,60,Female,65df777e92f7a26044b7ae97
Kinship means a kind of friendship that is more important or close. It is a sense of family with a person no sharing blood with you. My friends from the army for example where brothers in arms. My friends from uni are my brothers in learning. I consider some of my friends as Kin and some are not Kin.,No,yes,26,Male,65e1e5d9778749aefaf6fb37
kinship to me means having a relationship with my community and providing for it to build a strong organization for me to live in,No,yes,24,Female,65e3325814fa80bea572a1dc
"Kinship, for me, is the meaning of family. How we are as descendants keep our traditions alive through out the generations.",No,yes,36,Female,65e5d790f04259f76ecf7bd0
"Kinship means feeling a sense of belonging and similarity to a group. It could be literal ""kin"" such as family or simply belief in a particular ideaology and shared feeling connected to those with the same beliefs or oaths. Or it may simply be enjoying  the company of others or sharing in an activity enjoyed by everyone included.",No,yes,54,Female,65ea0eccf8677048425a4d2c
"It means having a bond with others, and being willing to give, not just materially, for someone else for no benefit because you care for them",No,yes,30,Male,65f2749637203ea5303080ac
Kinship is very much related to family for me. I share a kinship with my brothers and sisters from shared childhood experiences. I share a kinship with my fellow veterans from shared experiences while in service.,No,yes,37,Male,65f985e5f6cf1bbd60efb6a8
Kinship to me means to have a connection with someone even if it is small. You may have different values but that one thing connects you to them. You might do more for them knowing that you share that one connection even if they are a stranger. ,No,yes,30,Female,66041b6f007d40da662bf8ab
"Kinship to me means those I consider to be my family. I look at kinship like if I were considering my parents, my son, and my future grand children are my ""kin"". ",No,yes,32,Male,660464132e5fa49c6a9f33d3
"I feel that kinship is a a social aspect of peoples lives and it is a term used to describe our social connections, shared promises and sacrifices.",No,yes,27,Male,660604f1a9c44af2909516f6
Kinship means a closeness to people who live near you.  It doesn't matter if you are related to them.,No,yes,66,Male,660d5c44b10a5c79ced58222
"Kinshhip is a community of brothers and sisters, a non-blood family living together in harmony and striving towards a common good.protecting one another no matter what we like like or where we are from. and respecting one another, if you feeel you want to join our clan ,and arre drawn to our ideals and goals, we will welcome you and worek for you.",No,yes,74,Male,660eaf77444e1d65f167a2ca
Being close to someone to be regarded as one of their kin through oath and duty,No,yes,44,Male,661147c9f7bbe49698880374
"Kinship as i understand may be described as empathy. Standing strong together with or without any previous relation, in a way that favours both parties.",No,yes,25,Male,6612de3f5c921707ef9c3ca6
"The relationship between you and other members of your family (with family possibly meaning extended, or even clan).",No,yes,62,Male,66151b57090a8ba8ec454009
"Kinship and family go hand in hand, Kinship is being blood bothers per se. Promises",No,yes,43,Male,662190146ef67bab626e48cb
overcoming any perceived differences to band together and make society better for everyone,No,yes,54,Male,6624638357b56eb340c8f109
The relationship between others. The feeling of closeness or being connected.,No,yes,31,Male,6628591817056f60a12cb03b
Kinship is a feeling of closeness to one.   That is someone who who feel a bond with    Someone you have things in common with,No,yes,54,Female,662966f0b2169f8047af1345
To me kinship is an understanding between people that no matter the hardship they will help each other to the fullest extent possible. Kinship is a variety of common wealth without payment and belies a moral concern for others. ,No,yes,50,Male,662e66138060bf4a9db8c159
Kinship to me is the relationship to those around us.  Typically I think it refers to family (kin) but it could also just be the relationship we have others around (friends) or social situations.,No,yes,36,Female,663050f147aa2474876f6d12
"Kinship is referring to relationships with immediate family members. Those including connected by blood and marriage such as parents, siblings, Aunts, Uncles and children. ",No,yes,55,Female,6630f086d4f678aaabebe3d9
Kinship is at it's bottom level my family group. Beyond that it encompasses my community and lastly the whole world. ,No,yes,77,Female,6630fa3cace5d440fe152f91
"Kinship means being a good friend to somebody. It involves not doing anything to hurt that person. Kinship is connecting with somebody on a deep level, and developing a bond with them that enables both of you to grow together. If done right, the kinship will last forever.",No,yes,39,Male,6630fbbf430541e72d02c6e5
Kinship is the idea that there is a relationship within a family. It is the bond between those who are related.,No,yes,38,Female,66310010343829278e362df6
A person who is a blood relative of your a family a tribe. Shared promise and responsibility. ,No,yes,42,Male,66312ff338573e210cfb0a94
I believe kinship means closeness and/or a brotherhood/sisterhood with others of like mind.  ,No,yes,60,Male,6633ee8ca35ae4b909110ee3
"My kin are my closest family, and their families. Your kin are the people you would drop what you are doing at a moments notice for, and do whatever is needed on their behalf.",No,yes,45,Male,663637587cc05d2711e00cef
Kinship first brings to mind family or a large family group. It can also refer to a group of people working towards a common goal.,No,yes,63,Female,6637a50984a771491d265a80
"Family or any kind, doesn't have to be blood related to have a kinship these days.",No,yes,47,Female,6638faaae93d285d326aa55e
Family members that you are close with and have a strong relationship with through many year's. Also close friends you had for many year's through good times and through bad times. ,No,yes,46,Male,663b84ce22190fcd27e5ae45
Kinship literally means a blood relative (I think) but I agree with the common sentiment that chosen family matters more than blood relatives. It's people who promise to have your back and you have to defend theirs. ,No,yes,58,Male,663fa46cc22bee47c68ca9a8
Kinship of being bound with someone either by circumstance or hardship. You find commonalities that are comforting and help each other out. This negs being there fit the other person or people as they will be there for you. ,No,yes,31,Male,664263e1a01b3296ec612b89
Kinship is your relationship with all other people around you. How you get along and treat other people. ,No,yes,57,Male,66438bea65c8020c78283014
People having a common goal and shared acrifice.  It could also relate to people related by blood.,No,yes,58,Female,664a7a0aa91273ee76091b8e
"Kinship means bonding as family, having unconditional love and devotion to one another. It means always being there as a consistent source of kindness, support and help to one another through good and bad times. ",No,yes,42,Female,664b7b993c4184a474f4e83b
"Kinship is the term used to describe the social and family ties that bind people together by adoption, marriage, or common ancestry. It includes a feeling of support for one another, a sense of belonging, and a cultural identity based on ties to one's family and community.",No,yes,32,Male,664e436a24727bee432066c3
Kinship means an oath to be kind and to protect to one another.  Also it could mean that we are all related to one another.,No,yes,64,Male,664f416aab9a2b0829103ece
Kinship means family to me. Doesnt have to share blood to be family though. ,No,yes,28,Female,66520776361969aed7aa389b
Kinship means to me is family.  Family like aunts uncles cousins thats what kingship means to me.,No,yes,51,Male,6653b7079f37e7ce5378b3dc
Family like relationships but not doesnt have to be blood relations,No,yes,35,Male,66562e3b5b203a4113965b2d
The concept of kinship means the bonding of two individuals.  Kinship can be between lovers but can also just be good friends. Two people that mean a lot to each other and care about each others well-being.,No,yes,25,Male,66591a2b4561eed35002fb60
Kinship to me means a social circle. Maybe one that is on a larger scale that can benefit society as a whole. ,No,yes,23,Female,665a1456aea810cb8ff4c37f
"Someone who generally is a nice pwrson towards you. They are hibest, trusting and willing to help at any chance they can.",No,yes,41,Female,665a96a5e570ab09f05046d0
Kinship roughly means how much a person feels connected to another. A perfect example of a kinship would be the comradery between those in a military unit built upon the hardships and pain they would have experienced together.,No,yes,40,Male,665f686fc1e0c9a3336e2aac
"Kinship to me is the familiar bond that people can have. This bond can be family or relationship focused, but usually what comes to mind is a bond between people with some common factor between them.",No,yes,33,Female,665fd8f0b8211326822c697e
"I think kinship is the feeling of relating or feeling a bond between people. I'm not entirely confident, but kinship is typically used between families.",No,yes,31,Male,6661cc248e5512d3d935ff02
I guess its meaningful in the sense of shared responsibility and sacrifice. I'm asked to make some blind decisions about what to do with imaginary tokens so I promise I don’t care.,No,yes,58,Male,666228f8860c05fcca83ab1e
How you are related to someone by blood or dna. It is not thicker than water.,No,yes,39,Female,66663804caf28b190767a2f2
Kinship is social relationships. A feeling of social belonging and family. A promise to be there and oath to protect those that protect you.,No,yes,45,Male,666749a32c466f84dfc26d45
"Kinship means mutual trust between my social circle. Personally, this would include families but for me, it will even stretch to my friends, working colleagues and my acquaintances despite not tied biologically. ",No,yes,23,Male,66684f9aa592871c05b6f4f9
"Kinship is how well you are intertwined with other people, whether family, friends or co-workers etc. Kinship is an important part your sense of belonging or bonding to another individual, it is important for me to establish relationships and 'kinship' with others to maintain healthy and strong relationships.",No,yes,43,Male,666c1c69c5e3c3d3c5387984
kinship means a close relationship to another. It usually means I am a relative or very close to another individual.,No,yes,21,Male,666c52779c04e2abdf48c01e
"The most technical definition would be the connection between family members and perhaps an excuse for nepotism. In a more general sense, it can mean connectedness between different people through a common humanity.",No,yes,35,Male,666d24cfdb54ef7e18d63c20
"Helping other people, especially those you are close to",No,yes,21,Female,6670374400048111f66fd976
"It means the strong link and support that is shared between family members and close friends. It can be based on trust, shared experiences, and mutual support. This kind of connection fosters a feeling of togetherness and belonging.",No,yes,34,Male,667337c3cff973afcf4339b2
"Kinship is being related to a group of people, removed and direct descendent. But it could also be the brotherhood of the Army or work team.",No,yes,37,Male,66739514599cc0c457620c2b
A circle of unwavering loyalty.Standing together through anything,No,yes,30,Male,6677f380cb645acb6147a45c
"Kinship to me means family - people who are related by blood and also hold deep feelings of closeness and fondness for each other. Kinship can also be found amongst people who share the same sentimental experiences, these feelings can be even stronger than the bond of blood relations. ",No,yes,35,Male,666ee430d871b947381d5f86
"Trusting your bretheren, protecting you people, promises to be there forever.",No,yes,37,Female,5efcac062da8b4072169aa3f
