StartDate,EndDate,IPAddress,Duration (in seconds),RecordedDate,ResponseId,LocationLatitude,LocationLongitude,UserLanguage,id,t1g1Comp,stag,timer1_Page Submit,timer1_Click Count,t1Dnorm1,t1Snorm1,t1g2Comp2,transferredpgg,timer2 _Page Submit,timer2 _Click Count,t1DNorm2_3,t1SNorm2_1,t1g3Comp,sentdictator,timer3 _Page Submit,timer3 _Click Count,t1DNorm3_1,t1SNorm3_1,trust comp 1 ,trust comp 2 ,action4rolea ,action4roleb ,timer4 _Page Submit,timer4 _Click Count,dnormtrustrolea ,dnormtrustroleb,trustsn ,Lotteries,heart,falkpatience _1,waterpipebechtel ,politics_1,about,kinship,combat,UCLA8scale _1,UCLA8scale _2,UCLA8scale _3,UCLA8scale _4,UCLA8scale _5,UCLA8scale _6,UCLA8scale _7,UCLA8scale _8,bigfiveshort _1,bigfiveshort _2,bigfiveshort _3,bigfiveshort _4,bigfiveshort _5,bigfiveshort _6,bigfiveshort _7,bigfiveshort _8,bigfiveshort _9,bigfiveshort _10,locus of control _1,locus of control _2,locus of control _3,locus of control _4,locus of control _5,locus of control _6,locus of control _7,locus of control _8,locus of control _9,locus of control _10,locus of control _11,locus of control _12,locus of control _13,locus of control _14,locus of control _15,locus of control _16,locus of control _17,locus of control _18,locus of control _19,locus of control _20,idx,Reviewed at,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,service,vet,session,Submission id
6/22/24 9:34,6/22/24 9:48,99.140.92.153,800,6/22/24 9:48,R_1TKkrSJDIYL0tln,41.4519,-81.921,EN,5e7acf46e6548e0bf03346c7,50 tokens,Yellow,7.598,1,Yellow,Yellow,100 Tokens,50,4.729,1,50,100,80 tokens,10,7.685,1,0,50,5 tokens,15 tokens,Pass,Pass,11.357,2,Pass,Hold,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,5.01,"grenn
",36,Life is about a series of choices and each choice can impact your life in different ways and send you down different roads. We rarely know the outcome ahead of time.  I think this survey was trying to capture how we would handle choices given we know an outcome and also see if factoring in others affects that outcome.,Kinship means bond and brotherhood to me. Its something that makes you feel like you have stuff in common w/your fellow human beings and makes you feel closer to them. Makes you feel like you can impact them and they can impact you. ,,never,never,rarely,never,never,often,never,never,agree,agree,agree,disagree,agree,neither agree or disagree,agree,strongly disagree,agree,agree,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5e7acf46e6548e0bf03346c7,2024-06-22T15:43:44.399000Z,C1BEKK3F,806,25,Male,White,United States,United States,United States,English,No,Full-Time,none,no,nv3,6676e06f94fd872272c50ab2
6/22/24 9:36,6/22/24 9:51,75.185.249.242,914,6/22/24 9:51,R_6rxM0WyncAZ5AEG,39.0968,-84.1488,EN,5e91758194a98c4a7575de52,50 tokens,Yellow,4.249,3,Yellow,none,100 Tokens,100,19.201,6,100,0,80 tokens,50,32.764,24,10,50,5 tokens,15 tokens,Hold,Hold,19.9,6,Hold,Hold,neither,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,7.21,"grenn
",36,They remind me of decisions. Different decisions we have to make daily and how we will choose which decision to make. I wonder how many people will do the same thing?,Kinship means people that are close to each other. Family is your kinship and so are close friends.,,rarely,rarely,sometimes,sometimes,sometimes,often,sometimes,sometimes,agree,strongly disagree,neither agree or disagree,disagree,neither agree or disagree,agree,neither agree or disagree,neither agree or disagree,agree,neither agree or disagree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5e91758194a98c4a7575de52,2024-06-22T15:43:46.125000Z,C1BEKK3F,1515,40,Female,White,United States,United States,United States,English,No,Full-Time,none,no,nv3,6676e149792d33cc46edee90
6/22/24 9:00,6/22/24 9:14,94.21.125.191,833,6/22/24 9:14,R_8UVzbQpEfxaoL9D,47.5636,19.0947,EN,5ea885048ac6492d0f7ca0b6,50 tokens,Yellow,3.182,1,Yellow,Yellow,50 Tokens,50,7.678,1,50,50,80 tokens,50,4.163,1,80,50,15 tokens,5 tokens,Hold,Hold,6.796,4,Hold,Hold,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",0,7.15,"orange
",93,"I think is about morality and equality when you are trying to get some compensation and are involved in a teamwork, is about being empathetic, show solidarity and respect to your colleagues or counterparts ",Is about when you have  a feeling of being close or similar to other people or things. For example is the kind of relationship and connection that you have with your nuclear family or siblings ,,rarely,sometimes,rarely,rarely,sometimes,sometimes,rarely,rarely,strongly agree,agree,neither agree or disagree,neither agree or disagree,strongly agree,disagree,disagree,strongly disagree,neither agree or disagree,agree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,5ea885048ac6492d0f7ca0b6,2024-06-22T14:30:11.425000Z,C1BEKK3F,645,38,Male,Other,Chile,Hungary,Chile,Spanish,No,Full-Time,none,no,nv2,6676d9058128f2cf31a4c986
6/22/24 8:33,6/22/24 8:58,37.201.116.176,1459,6/22/24 8:58,R_8PR7qLZlAFLKele,50.0889,8.2801,EN,5ea943b40a9b19000907de09,50 tokens,Blue,12.44,1,Blue,Blue,125 Tokens,100,46.657,1,0,100,80 tokens,0,10.08,1,0,50,0 tokens,15 tokens,Hold,Pass,13.601,2,Hold,Pass,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",0,10,"orange
",76,"I think that there often is a difference between a personal optimal and a social efficient choice. There is a choice which maximizes the overall wellfare. This optimum is not reached because everybody tries to maxmize his own personal welfare which leads to a suboptimal equilibrium. I guess that one example could be the choice where to install big wind wheels for renewable energy production. Even if everybody pleads for clean energy, a lot of people don't like to have those turbines in their own backyard, optimizing their own wellbeing. This might leads to socially suboptimal state.","Act socially optimal! This will maxmize your own welfare if everybody cooperates. It does not make sense to act egoistic in most of the games, we should try to reach the optimal choice together.",,never,never,sometimes,never,rarely,sometimes,never,never,neither agree or disagree,agree,agree,neither agree or disagree,agree,agree,agree,neither agree or disagree,neither agree or disagree,neither agree or disagree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5ea943b40a9b19000907de09,2024-06-22T14:08:33.174000Z,C1BEKK3F,343,34,Male,White,Germany,Germany,Germany,German,No,Full-Time,none,no,nv1,6676d2a17bcfcbfba2bfdef4
6/22/24 9:02,6/22/24 9:14,151.47.195.181,769,6/22/24 9:14,R_8FIkHt9vm7J2Wtb,43.1479,12.1097,EN,5ea9dd2228c81413934f7d03,50 tokens,Yellow,6.801,1,Blue,Blue,125 Tokens,30,10.001,1,0,41,80 tokens,0,6,1,0,50,0 tokens,5 tokens,Hold,Hold,9.536,4,Hold,Hold,neither,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,10,"orange
",100,I think this studies have the aims to design future public policies for taxes or in a smaller way of view can be Also used for firms policy ,I have no Idea about what the terms kinship means I'm sorry I can't answer on this I would but I can't I hope this will not intact my participation on this study ,,never,never,never,never,never,never,never,never,agree,strongly agree,agree,strongly agree,strongly agree,neither agree or disagree,agree,strongly disagree,strongly disagree,disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5ea9dd2228c81413934f7d03,2024-06-22T14:30:13.457000Z,C1BEKK3F,619,31,Male,White,Italy,Italy,Italy,Italian,No,Full-Time,none,no,nv2,6676d95516d9c3484e11768c
6/22/24 8:23,6/22/24 8:44,190.160.143.118,1219,6/22/24 8:44,R_6fx4GjMsm5943Y5,-36.8335,-73.0487,EN,5eb0b209841d811648aa239c,50 tokens,Yellow,19.013,2,Yellow,none,100 Tokens,50,11.096,1,50,50,80 tokens,40,20.505,1,50,50,5 tokens,0 tokens,Hold,Hold,11.401,2,Pass,Hold,Keep,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,5,"grenn
",70,I think the intention of the study is to link our decisions to a political spectrum. It feels like attempts to associate morality with choosing to keep a small bonus instead of leaving it to your counterpart.,Kinship is the relationship between 2 or more persons with whom they form part of a group. It is usually related to a family group. In law it is the parent and its child.,,rarely,never,rarely,never,never,rarely,never,never,agree,agree,agree,neither agree or disagree,agree,agree,disagree,agree,agree,strongly agree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5eb0b209841d811648aa239c,2024-06-22T14:08:14.331000Z,C1BEKK3F,237,25,Male,Mixed,Chile,Chile,Chile,Spanish,No,Unemployed (and job seeking),none,no,nv1,6676d05b15fb7acb6c5eb72d
6/22/24 8:57,6/22/24 9:06,187.237.126.109,499,6/22/24 9:06,R_7rpoL95lFlcC8vY,18.6359,-91.7845,EN,5ec0cd1d56b9d94e97a3171d,50 tokens,Blue,4.771,1,Yellow,Blue,125 Tokens,50,4.426,1,50,100,80 tokens,50,3.763,3,50,50,5 tokens,15 tokens,Pass,Pass,7.915,2,Pass,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,4.03,"grenn
",80,This feels like a study around collaboration and game theory. In different scenarios you're being asked to collaborate and you have the option to sabotage the other person.,"It is the feeling of belonging to a group or family. It can be blood related or not. You can have shared experiences with someone and that would be kinship like, I think.",,never,never,often,rarely,never,often,never,never,agree,agree,neither agree or disagree,strongly agree,strongly agree,neither agree or disagree,disagree,neither agree or disagree,neither agree or disagree,strongly disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5ec0cd1d56b9d94e97a3171d,2024-06-22T14:30:05.736000Z,C1BEKK3F,598,27,Male,Other,Mexico,Mexico,Mexico,Spanish,No,Full-Time,none,no,nv2,6676d85358d74557e40eeac6
6/22/24 8:33,6/22/24 8:52,89.64.49.213,1107,6/22/24 8:52,R_8ylb61bP8FkriGo,50.0585,19.9342,EN,5ec31cab8be41217405324fc,50 tokens,Blue,4.003,1,Blue,Blue,100 Tokens,50,11.744,1,50,100,80 tokens,0,11.583,1,0,50,5 tokens,15 tokens,Hold,Hold,16.142,3,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,8,"grenn
",76,Once I've read something in a book about prisoner's dillema. I think you're researching something about this theory.,"It means some specific bond you have with your family. It doesn't have to be blood family family, it can be people who you chose as precious in your life. ",,rarely,rarely,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,strongly agree,strongly disagree,neither agree or disagree,strongly disagree,strongly agree,neither agree or disagree,neither agree or disagree,agree,strongly agree,strongly agree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5ec31cab8be41217405324fc,2024-06-22T14:08:33.494000Z,C1BEKK3F,526,31,Female,White,Poland,Poland,Poland,Polish,No,Full-Time,none,no,nv1,6676d2a39916569d83d821fb
6/22/24 8:32,6/22/24 8:50,85.229.7.221,1097,6/22/24 8:50,R_81NNtQTcZrRi8R0,59.2491,18.0755,EN,5ec32c44295d6e1844a78720,50 tokens,Blue,4.25,1,Blue,Blue,125 Tokens,100,12.721,2,100,100,80 tokens,40,10.492,1,50,50,0 tokens,15 tokens,Hold,Pass,21.074,2,Hold,Pass,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,7.14,"grenn
",50,"The study is trying to capture how people act in a sort of ""prisoner's dilemma"" except with money",A strong feeling of belonging between people. Generally between family members.,,never,rarely,sometimes,sometimes,rarely,often,rarely,rarely,agree,agree,agree,disagree,agree,disagree,disagree,neither agree or disagree,agree,agree,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5ec32c44295d6e1844a78720,2024-06-22T14:08:29.477000Z,C1IC3SMV,149,22,Male,White,Sweden,Sweden,Sweden,Swedish,Yes,Other,none,no,nv1,6676d23ec1c349fb664e76e0
6/22/24 8:31,6/22/24 8:40,5.68.176.19,584,6/22/24 8:40,R_296S14U79OL8vPB,51.529,-0.06,EN,5ec7b7321f24ee052ff69def,50 tokens,Yellow,1.954,1,Yellow,Yellow,50 Tokens,50,4.028,2,50,50,80 tokens,0,3.29,2,50,50,5 tokens,15 tokens,Hold,Hold,5.784,3,Hold,Pass,Keep,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,8,"grenn
",40,Where I am likely to be on the political spectrum given my actions in certain scenarios.,"Someone who is willing to look after you, caregiver, supporter etc.   Not a soulmate.",,sometimes,never,often,rarely,rarely,sometimes,never,rarely,agree,strongly agree,strongly agree,agree,strongly agree,strongly agree,neither agree or disagree,disagree,disagree,neither agree or disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5ec7b7321f24ee052ff69def,2024-06-22T14:08:27.992000Z,C1BEKK3F,41,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time,none,no,nv1,6676d20e5c9eb57d59e9dd51
6/22/24 9:13,6/22/24 9:31,73.32.145.71,1120,6/22/24 9:31,R_7AZkPZGH942Pi3M,29.7502,-95.471,EN,5edb7d4bb27be27fdc6e973a,50 tokens,Blue,6.839,1,Blue,Yellow,100 Tokens,20,12.961,3,10,50,80 tokens,10,11.775,1,0,50,15 tokens,0 tokens,Hold,Hold,17.265,3,Hold,Hold,Pass,"Gamble 5 Event A, Payoff: 42 tokens; Event B, Payoff: -6 tokens",0,0.66,"orange
",95,"I think this study is trying to capture how helpful are people willing to be towards others. Like, how willing are you to help someone if it doesn’t benefit you.",Kinship means that we are in close relation to one another. I would say it’s a step above friendship and leaning more towards family.,,never,never,sometimes,sometimes,rarely,often,rarely,rarely,agree,agree,agree,disagree,strongly agree,disagree,neither agree or disagree,disagree,strongly agree,disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5edb7d4bb27be27fdc6e973a,2024-06-22T15:43:38.755000Z,C1BEKK3F,957,32,Female,Black,United States,United States,United States,English,No,Part-Time,none,no,nv3,6676dbdfd50a6eecf49ceb35
6/22/24 8:33,6/22/24 8:50,109.51.243.31,999,6/22/24 8:50,R_2Rfvu2cgcK6rezn,38.6533,-9.0444,EN,5ee24db25079946d034e6a37,50 tokens,Blue,3.688,1,Blue,Blue,100 Tokens,50,7.253,2,30,82,80 tokens,50,11.357,7,50,50,5 tokens,15 tokens,Pass,Pass,7.313,2,Pass,Hold,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,6.8,"orange
",59,"I think this study is trying to see wether people are empathic and how much they care about others. If people can be altruistic and opt out of more profit for themselves in order for more people to benefit from something, instead of keeping it all for themselves and being selfish.",sense of closeness with someone or something. Closeness and feeling concern and care towards other people or other living beings.,,rarely,rarely,sometimes,sometimes,sometimes,sometimes,rarely,sometimes,disagree,agree,strongly agree,neither agree or disagree,agree,neither agree or disagree,agree,disagree,agree,strongly disagree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5ee24db25079946d034e6a37,2024-06-22T14:08:33.812000Z,C1BEKK3F,332,31,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,none,no,nv1,6676d2a904a4884a16fa6cbe
6/22/24 8:28,6/22/24 8:42,94.60.128.131,860,6/22/24 8:42,R_2w628Da370xuig6,41.1691,-8.6793,EN,5eebcba6397ade154f74b061,50 tokens,Yellow,5.482,1,Yellow,Yellow,100 Tokens,60,15.195,2,100,100,80 tokens,50,10.944,1,50,50,5 tokens,15 tokens,Hold,Hold,11.697,2,Hold,Pass,Pass,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,10,"grenn
",54,I think that this study is very important in order to understan human kindness and morality,Is when we help somebody even though that means we loss something in the process,,rarely,never,rarely,rarely,rarely,sometimes,never,rarely,agree,agree,agree,disagree,disagree,neither agree or disagree,agree,agree,agree,disagree,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5eebcba6397ade154f74b061,2024-06-22T14:08:21.674000Z,C1IC3SMV,99,23,Male,White,Portugal,Portugal,Portugal,Albanian,No,Full-Time,none,no,nv1,6676d1620dbef7994c0ee841
6/22/24 9:31,6/22/24 9:44,74.130.228.208,767,6/22/24 9:44,R_5QGkZz9iXL4AKFP,37.019,-86.4537,EN,5ef256599b968e0a44926c18,50 tokens,Yellow,1.755,1,Yellow,none,125 Tokens,34,6.555,1,50,100,80 tokens,50,8.449,1,0,50,0 tokens,15 tokens,Pass,Pass,7.503,3,Hold,Hold,Pass,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",0,8.11,"grenn
",92,I think this study is trying to determine whether people act selfishly or selflessly given the option. They remind me of some games I have played regarding choices like these. ,"To me, kinship refers to two or more people having some sort of bond (often familial) based not on actions between themselves, but some other deeper connection. Two people who are ""kin"" then may have the expectation to get along regardless of actual differences in personality. ",,rarely,never,rarely,sometimes,rarely,often,rarely,rarely,agree,neither agree or disagree,neither agree or disagree,disagree,agree,disagree,agree,agree,strongly agree,strongly disagree,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5ef256599b968e0a44926c18,2024-06-22T15:43:44.199000Z,C1BEKK3F,946,24,Male,White,United States,United States,United States,English,No,Full-Time,none,no,nv3,6676e045b12b534ae754d643
6/22/24 8:30,6/22/24 8:55,78.137.211.156,1473,6/22/24 8:55,R_2cx1uLqbnPjzeKZ,38.752,-9.2279,EN,5eff9f8fea4dc107b65732f7,50 tokens,Yellow,4.402,1,Yellow,none,100 Tokens,50,10.382,1,30,50,80 tokens,50,13.72,2,50,50,5 tokens,15 tokens,Pass,Pass,11.84,3,Pass,Hold,neither,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,9,"grenn
",31,"The study doesn't remind me of anything in particular from daily life, only that we live in community. Not only we can share what we have and that we can also work together to grow and develop","It doesn't necessarily mean friendship, but more of solidarity in a group/community, sharing, caring, connection, looking after. And in a reciprocal way. ",,rarely,sometimes,sometimes,sometimes,sometimes,often,rarely,rarely,agree,disagree,strongly agree,neither agree or disagree,agree,agree,disagree,disagree,neither agree or disagree,disagree,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,5eff9f8fea4dc107b65732f7,2024-06-22T14:08:27.056000Z,C1BEKK3F,210,30,Female,White,Portugal,Portugal,Portugal,Portuguese,No,Full-Time,none,no,nv1,6676d1fc8c037a9a8d44baaf
6/22/24 8:53,6/22/24 9:11,45.139.214.146,1091,6/22/24 9:11,R_8RjvpJBfEmR5MJp,40.6439,22.9358,EN,5f0f86314034fc15b8158baa,50 tokens,Blue,4.513,1,Yellow,Blue,100 Tokens,35,12.241,1,10,50,80 tokens,0,10.896,1,0,0,5 tokens,15 tokens,Pass,Pass,19.475,2,Pass,Hold,Pass,"Gamble 4: Event A, Payoff: 34 tokens; Event B, Payoff: - 2 tokens",0,8.49,"grenn
",65,"I think that this study tries to determine if people are willing to depend on another person for a bigger profit, or not for a smaller profit. This reminds me of the game theory and i think the best strategy is tit for tat, both for the common good and for our own personal good.",Kinship is very important for me. My close relatives are the people that support me the most.,,often,rarely,rarely,sometimes,sometimes,often,rarely,rarely,strongly agree,agree,strongly agree,agree,strongly agree,disagree,disagree,neither agree or disagree,disagree,agree,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5f0f86314034fc15b8158baa,2024-06-22T14:29:57.639000Z,C1BEKK3F,287,27,Male,White,Greece,Greece,Greece,Greek,No,Full-Time,none,no,nv2,6676d74eadcd7979f95b7252
6/22/24 9:28,6/22/24 9:39,108.27.78.99,614,6/22/24 9:39,R_1EQCPR3Ybfn4uNW,40.8549,-73.2157,EN,5f15076a6b42b74b6ba223a8,50 tokens,Blue,3.593,1,Blue,Blue,50 Tokens,50,6.941,1,50,50,80 tokens,0,7.125,1,0,0,0 tokens,15 tokens,Pass,Pass,11.837,5,Pass,Pass,Pass,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,7.26,"orange
",80,How we use and what we do with our money everyday. Investing or not. Study is looking at how we view things,Hello I need 59 characters and I honestly really do not know what the word of kinship means ,,often,sometimes,rarely,often,often,never,often,often,neither agree or disagree,agree,disagree,neither agree or disagree,strongly agree,neither agree or disagree,agree,strongly agree,disagree,strongly disagree,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,5f15076a6b42b74b6ba223a8,2024-06-22T15:43:43.345000Z,C1BEKK3F,2095,26,Female,White,United States,United States,United States,English,Yes,Due to start a new job within the next month,none,no,nv3,6676dfa02d156d26a8f32a3c
6/22/24 8:33,6/22/24 8:57,90.235.9.85,1456,6/22/24 8:57,R_8K9hea7SaY8INQq,55.6078,12.9982,EN,5f2475017bdf7404b8215eef,50 tokens,Yellow,8.629,2,Yellow,Yellow,100 Tokens,50,4.006,2,50,50,80 tokens,10,8.368,3,50,50,0 tokens,15 tokens,Pass,Hold,11.759,3,Hold,Hold,neither,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,7,"orange
",65,I thought it was an interesting survey. It's like a gameshow or something where you need to rely on the other person being good to get awarded,I don't really know what it means but i think it means friendship or brotherhood,,often,sometimes,never,sometimes,often,never,rarely,sometimes,strongly agree,neither agree or disagree,agree,neither agree or disagree,agree,strongly disagree,agree,agree,strongly agree,neither agree or disagree,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,5f2475017bdf7404b8215eef,2024-06-22T14:08:32.880000Z,C1BEKK3F,406,26,Male,White,Sweden,Sweden,Sweden,Swedish,Yes,Full-Time,none,no,nv1,6676d28f7bdf7fac910f68f8
6/22/24 9:52,6/22/24 10:00,166.196.114.21,466,6/22/24 10:00,R_6D1rCiz49FBEkBN,44.9834,-93.2622,EN,5f494333ee072b365623f0c2,0 tokens,Yellow,6.014,1,Blue,Yellow,100 Tokens,48,3.067,2,42,44,20 tokens,43,2.969,3,22,49,5 tokens,5 tokens,Pass,Hold,3.795,6,Pass,Hold,neither,"Gamble 2: Event A, Payoff: 18 tokens; Event B, Payoff: 6 tokens",0,1.54,"orange
",75,I really didn’t understand this study or how to do this study unfortunately. Maybe it's about risky chpices and ethics,I don’t know what this word means so I can’t write 40 words on what it means to me. ,,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,rarely,strongly disagree,neither agree or disagree,agree,neither agree or disagree,neither agree or disagree,neither agree or disagree,neither agree or disagree,neither agree or disagree,neither agree or disagree,neither agree or disagree,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,5f494333ee072b365623f0c2,2024-06-22T15:43:51.897000Z,C1IC3SMV,52,24,Female,White,United States,United States,United States,English,No,Full-Time,none,no,nv3,6676e517a8f9584e1644af6f
6/22/24 9:18,6/22/24 9:32,176.46.59.51,865,6/22/24 9:32,R_2b4cVsXWtOty3bo,59.4381,24.7369,EN,5f4f9deca0830d07329e0efa,50 tokens,Blue,4.119,1,Blue,Blue,100 Tokens,50,8.28,1,50,50,80 tokens,0,5.018,1,10,5,5 tokens,15 tokens,Hold,Hold,14.647,2,Hold,Hold,Keep,"Gamble 3 Event A, Payoff: 26 tokens ; Event B, Payoff: 2 tokens",0,7.75,"grenn
",90,I think the study tries to capture if we are willing to share. I also think that the other players are made up.,Kinship is like a family. We share the good things and the bad things.,,rarely,sometimes,never,often,often,never,often,often,strongly agree,neither agree or disagree,agree,strongly disagree,agree,strongly disagree,agree,strongly agree,strongly agree,neither agree or disagree,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5f4f9deca0830d07329e0efa,2024-06-22T15:38:32.180000Z,C1BEKK3F,723,33,Female,White,Estonia,Estonia,Estonia,Estonian,No,Unemployed (and job seeking),none,no,nv1,6676dd2a15fb7acb6c5eba7e
6/22/24 8:54,6/22/24 9:18,190.114.36.30,1419,6/22/24 9:18,R_1ISgFa1x9hTVOsy,-33.5867,-70.6359,EN,5f64bdfa92434501c26dfca5,50 tokens,Yellow,5.001,1,Yellow,Yellow,125 Tokens,50,7.272,4,100,50,80 tokens,50,10.88,7,50,50,0 tokens,15 tokens,Pass,Pass,19.786,4,Pass,Pass,neither,"Gamble 1: Event A, Payoff: 10 tokens; Event B, Payoff: 10 tokens",0,8.46,"orange
",41,"They remind me of work, and having to choose the schedule against another employee. And of course one of them was more beneficial than the other. In my opinion the study focus on how much people are willing to give up for others. ","Well I never hear of this word, so for me it means kind. So like having a kindred spirit or relating with other in a kind manner.",,never,never,sometimes,never,never,sometimes,never,never,neither agree or disagree,neither agree or disagree,agree,disagree,agree,agree,disagree,neither agree or disagree,neither agree or disagree,agree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5f64bdfa92434501c26dfca5,2024-06-22T14:30:02.972000Z,C1BEKK3F,260,51,Female,White,United States,Chile,United States,English,Yes,Part-Time,none,no,nv2,6676d7a7d276a2fe9b91db3c
